1477204510264,Under Voltage(5) :0.94,Time :14:35:09:929000, u'Bus   18  TSBusVPU '
1477204510266,Under Voltage(5) :0.0,Time :14:35:14:929000, u'Bus   19  TSBusVPU '
1477204510270,Under Voltage(5) :0.86,Time :14:35:09:929000, u'Bus   21  TSBusVPU '
1477204510270,Under Voltage(5) :0.94,Time :14:35:09:929000, u'Bus   24  TSBusVPU '
1477204510271,Under Voltage(5) :0.0,Time :14:35:11:929000, u'Bus   27  TSBusVPU '
1477204510273,Under Voltage(5) :0.0,Time :14:35:14:929000, u'Bus   28  TSBusVPU '
1477204510274,Under Voltage(5) :0.0,Time :14:35:11:929000, u'Bus   29  TSBusVPU '
1477204510274,Under Voltage(5) :0.94,Time :14:35:09:929000, u'Bus   30  TSBusVPU '
1477204510277,Under Voltage(5) :0.0,Time :14:35:14:929000, u'Bus   31  TSBusVPU '
1477204510278,Under Voltage(5) :0.0,Time :14:35:11:929000, u'Bus   32  TSBusVPU '
1477204510279,Under Voltage(5) :0.0,Time :14:35:11:929000, u'Bus   33  TSBusVPU '
1477204510282,Under Voltage(5) :0.0,Time :14:35:14:929000, u'Bus   35  TSBusVPU '
1477204510282,Under Voltage(5) :0.94,Time :14:35:09:929000, u'Bus   37  TSBusVPU '
1477204510285,Under Voltage(5) :0.0,Time :14:35:14:929000, u'Bus   38  TSBusVPU '
1477204510289,Under Voltage(5) :0.0,Time :14:35:14:929000, u'Bus   39  TSBusVPU '
1477204510289,Under Voltage(5) :0.89,Time :14:35:09:929000, u'Bus   40  TSBusVPU '
1477204510289,Under Voltage(5) :0.94,Time :14:35:09:929000, u'Bus   41  TSBusVPU '
1477204510290,Under Voltage(5) :0.0,Time :14:35:11:929000, u'Bus   44  TSBusVPU '
1477204510291,Under Voltage(5) :0.89,Time :14:35:09:929000, u'Bus   48  TSBusVPU '
1477204510295,Under Voltage(5) :0.92,Time :14:35:09:929000, u'Bus   54  TSBusVPU '
1477204510297,Under Voltage(5) :0.0,Time :14:35:14:929000, u'Bus   55  TSBusVPU '
1477204510299,Under Voltage(5) :0.0,Time :14:35:14:929000, u'Bus   56  TSBusVPU '
1477204510301,Under Voltage(20) :0.0,Time :14:35:11:929000, u'Bus   1  TSBusVPU '
1477204510302,Under Voltage(20) :0.0,Time :14:35:11:929000, u'Bus   3  TSBusVPU '
1477204510303,Under Voltage(20) :0.0,Time :14:35:11:929000, u'Bus   5  TSBusVPU '
1477204510305,Under Voltage(20) :0.0,Time :14:35:14:929000, u'Bus   10  TSBusVPU '
1477204510306,Under Voltage(20) :0.0,Time :14:35:11:929000, u'Bus   12  TSBusVPU '
1477204510308,Under Voltage(20) :0.0,Time :14:35:14:929000, u'Bus   13  TSBusVPU '
1477204510309,Under Voltage(20) :0.79,Time :14:35:10:929000, u'Bus   15  TSBusVPU '
1477204510311,Under Voltage(20) :0.0,Time :14:35:14:929000, u'Bus   17  TSBusVPU '
1477204510312,Under Voltage(20) :0.0,Time :14:35:11:929000, u'Bus   18  TSBusVPU '
1477204510314,Under Voltage(20) :0.0,Time :14:35:14:929000, u'Bus   19  TSBusVPU '
1477204510317,Under Voltage(20) :0.79,Time :14:35:09:929000, u'Bus   21  TSBusVPU '
1477204510318,Under Voltage(20) :0.79,Time :14:35:10:929000, u'Bus   24  TSBusVPU '
1477204510319,Under Voltage(20) :0.0,Time :14:35:11:929000, u'Bus   27  TSBusVPU '
1477204510321,Under Voltage(20) :0.0,Time :14:35:14:929000, u'Bus   28  TSBusVPU '
1477204510322,Under Voltage(20) :0.0,Time :14:35:11:929000, u'Bus   29  TSBusVPU '
1477204510323,Under Voltage(20) :0.0,Time :14:35:11:929000, u'Bus   30  TSBusVPU '
1477204510325,Under Voltage(20) :0.0,Time :14:35:14:929000, u'Bus   31  TSBusVPU '
1477204510326,Under Voltage(20) :0.0,Time :14:35:11:929000, u'Bus   32  TSBusVPU '
1477204510326,Under Voltage(20) :0.0,Time :14:35:11:929000, u'Bus   33  TSBusVPU '
1477204510328,Under Voltage(20) :0.0,Time :14:35:14:929000, u'Bus   35  TSBusVPU '
1477204510329,Under Voltage(20) :0.0,Time :14:35:11:929000, u'Bus   37  TSBusVPU '
1477204510332,Under Voltage(20) :0.0,Time :14:35:14:929000, u'Bus   38  TSBusVPU '
1477204510335,Under Voltage(20) :0.0,Time :14:35:14:929000, u'Bus   39  TSBusVPU '
1477204510337,Under Voltage(20) :0.0,Time :14:35:11:929000, u'Bus   40  TSBusVPU '
1477204510338,Under Voltage(20) :0.0,Time :14:35:11:929000, u'Bus   41  TSBusVPU '
1477204510340,Under Voltage(20) :0.0,Time :14:35:11:929000, u'Bus   44  TSBusVPU '
1477204510341,Under Voltage(20) :0.79,Time :14:35:10:929000, u'Bus   48  TSBusVPU '
1477204510347,Under Voltage(20) :0.79,Time :14:35:10:929000, u'Bus   54  TSBusVPU '
1477204510350,Under Voltage(20) :0.0,Time :14:35:14:929000, u'Bus   55  TSBusVPU '
1477204510352,Under Voltage(20) :0.0,Time :14:35:14:929000, u'Bus   56  TSBusVPU '
1477204510353,Over Voltage(5) :1.06,Time :14:35:09:929000, u'Bus   1  TSBusVPU '
1477204510353,Over Voltage(5) :1.05,Time :14:35:09:929000, u'Bus   3  TSBusVPU '
1477204510353,Over Voltage(5) :1.06,Time :14:35:09:929000, u'Bus   5  TSBusVPU '
1477204510355,Over Voltage(5) :1.05,Time :14:35:14:929000, u'Bus   10  TSBusVPU '
1477204510356,Over Voltage(5) :1.06,Time :14:35:09:929000, u'Bus   12  TSBusVPU '
1477204510367,Over Voltage(5) :1.07,Time :14:35:09:929000, u'Bus   18  TSBusVPU '
1477204510386,Over Voltage(5) :1.05,Time :14:35:09:929000, u'Bus   27  TSBusVPU '
1477204510388,Over Voltage(5) :1.06,Time :14:35:14:929000, u'Bus   28  TSBusVPU '
1477204510392,Over Voltage(5) :1.05,Time :14:35:09:929000, u'Bus   30  TSBusVPU '
1477204510394,Over Voltage(5) :1.05,Time :14:35:14:929000, u'Bus   31  TSBusVPU '
1477204510410,Over Voltage(5) :1.06,Time :14:35:09:929000, u'Bus   37  TSBusVPU '
1477204510412,Over Voltage(5) :1.05,Time :14:35:14:929000, u'Bus   38  TSBusVPU '
1477204510416,Over Voltage(5) :1.06,Time :14:35:09:929000, u'Bus   40  TSBusVPU '
1477204510416,Over Voltage(5) :1.06,Time :14:35:09:929000, u'Bus   41  TSBusVPU '
1477204510416,Over Voltage(5) :1.05,Time :14:35:09:929000, u'Bus   44  TSBusVPU '
1477204510433,Over Voltage(20) :1.2,Time :14:35:09:929000, u'Bus   1  TSBusVPU '
1477204510434,Over Voltage(20) :1.2,Time :14:35:09:929000, u'Bus   3  TSBusVPU '
1477204510434,Over Voltage(20) :1.2,Time :14:35:09:929000, u'Bus   5  TSBusVPU '
1477204510438,Over Voltage(20) :1.22,Time :14:35:09:929000, u'Bus   12  TSBusVPU '
1477204510448,Over Voltage(20) :1.21,Time :14:35:09:929000, u'Bus   18  TSBusVPU '
1477204510464,Over Voltage(20) :1.21,Time :14:35:09:929000, u'Bus   27  TSBusVPU '
1477204510472,Over Voltage(20) :1.2,Time :14:35:09:929000, u'Bus   30  TSBusVPU '
1477204510485,Over Voltage(20) :1.21,Time :14:35:09:929000, u'Bus   37  TSBusVPU '
1477204510492,Over Voltage(20) :1.2,Time :14:35:09:929000, u'Bus   40  TSBusVPU '
1477204510493,Over Voltage(20) :1.2,Time :14:35:09:929000, u'Bus   41  TSBusVPU '
1477204510493,Over Voltage(20) :1.2,Time :14:35:09:929000, u'Bus   44  TSBusVPU '
1477204519301,Over Frequency :60.53,Time :14:35:20:939000, u'Bus   28  Frequency '
1477204519305,Over Frequency :60.53,Time :14:35:20:939000, u'Bus   31  Frequency '
1477204519313,Over Frequency :60.53,Time :14:35:20:939000, u'Bus   38  Frequency '
1477204519331,Over Frequency :60.55,Time :14:35:18:939000, u'Bus   50  Frequency '
1477204519450,Under Voltage(5) :0.89,Time :14:35:18:939000, u'Bus   1  TSBusVPU '
1477204519450,Under Voltage(5) :0.91,Time :14:35:18:939000, u'Bus   3  TSBusVPU '
1477204519450,Under Voltage(5) :0.94,Time :14:35:18:939000, u'Bus   5  TSBusVPU '
1477204519451,Under Voltage(5) :0.0,Time :14:35:20:939000, u'Bus   10  TSBusVPU '
1477204519455,Under Voltage(5) :0.0,Time :14:35:20:939000, u'Bus   13  TSBusVPU '
1477204519460,Under Voltage(5) :0.0,Time :14:35:20:939000, u'Bus   17  TSBusVPU '
1477204519464,Under Voltage(5) :0.0,Time :14:35:20:939000, u'Bus   19  TSBusVPU '
1477204519465,Under Voltage(5) :0.0,Time :14:35:18:939000, u'Bus   20  TSBusVPU '
1477204519477,Under Voltage(5) :0.0,Time :14:35:22:939000, u'Bus   28  TSBusVPU '
1477204519477,Under Voltage(5) :0.94,Time :14:35:18:939000, u'Bus   30  TSBusVPU '
1477204519479,Under Voltage(5) :0.0,Time :14:35:22:939000, u'Bus   31  TSBusVPU '
1477204519479,Under Voltage(5) :0.0,Time :14:35:20:939000, u'Bus   35  TSBusVPU '
